ViewObsoleteNavBarAction,,PLATFORM,23,84,11649
ActivateRunToolWindow,,PLATFORM,23,26,11649
RunAnything,,PLATFORM,22,57,11649
Git.Add,,PLATFORM,22,56,11649
ReformatWithPrettierAction,intellij.prettierJS,JB_BUNDLED,22,53,11649
Actions.ActionsPlugin.GenerateToString,com.intellij.java,JB_BUNDLED,22,49,11649
ReopenClosedTab,,PLATFORM,22,47,11649
org.jetbrains.plugins.ruby.tasks.rake.RakeAction,org.jetbrains.plugins.ruby,JB_BUNDLED,22,42,11649
EditorIndentLineOrSelection,,PLATFORM,22,37,11649
SelectAllOccurrences,,PLATFORM,22,34,11649
ConfigureSoftWraps,,PLATFORM,22,26,11649
plugin.InstallFromDiskAction,,PLATFORM,22,25,11649
ViewToolBar,,PLATFORM,21,91,11649
QuickJavaDoc,,PLATFORM,21,82,11649
EditorToggleShowWhitespaces,,PLATFORM,21,37,11649
DatabaseView.PropertiesAction,com.intellij.database,JB_BUNDLED,21,32,11649
TemplateProjectProperties,,PLATFORM,21,31,11649
WelcomeScreen.Configure.Export,,PLATFORM,21,26,11649
ViewNavigationBar,,PLATFORM,20,77,11649
PySciView,Pythonid,JB_BUNDLED,20,45,11649
Git.Reset,Git4Idea,JB_BUNDLED,20,35,11649
ShowLog,,PLATFORM,20,29,11649
Debugger.AddToWatch,,PLATFORM,20,28,11649
ActivateHierarchyToolWindow,,PLATFORM,20,25,11649
ChangeView,,PLATFORM,19,57,11649
MoveEditorToOppositeTabGroup,,PLATFORM,19,56,11649
ImportModule,com.intellij.java,JB_BUNDLED,19,54,11649
PySwitchSdkAction,com.jetbrains.pycharm.pro.customization,JB_BUNDLED,19,51,11649
WebDeployment.ToggleAutoUpload,com.jetbrains.plugins.webDeployment,JB_BUNDLED,19,47,11649
CollapseRegion,,PLATFORM,19,29,11649
ShowBookmarks,,PLATFORM,19,27,11649
MoveLineUp,,PLATFORM,19,24,11649
EditorJoinLines,,PLATFORM,18,75,11649
Scala.ShowImplicits,org.intellij.scala,JB_NOT_BUNDLED,18,54,11649
XDebugger.MuteBreakpoints,,PLATFORM,18,53,11649
CompareTwoFiles,,PLATFORM,18,41,11649
Compare.LastVersion,,PLATFORM,18,30,11649
GotoImplementation,,PLATFORM,18,26,11649
GenerateJavadoc,com.intellij.java,JB_BUNDLED,18,25,11649
bootRuntime.main.ChooseBootRuntimeAction,com.jetbrains.ChooseRuntime,JB_NOT_BUNDLED,18,25,11649
ChangesView.CreatePatch,,PLATFORM,18,25,11649
Git.Init,Git4Idea,JB_BUNDLED,18,21,11649
ShowFontsUsedByEditor,,PLATFORM,18,21,11649
Console.TableResult.CompareWith,com.intellij.database,JB_BUNDLED,18,21,11649
NewEditorConfigFile,org.editorconfig.editorconfigjetbrains,JB_BUNDLED,18,19,11649
RunInspection,,PLATFORM,17,46,11649
ToggleInlayHintsGloballyAction,,PLATFORM,17,45,11649
TypeHierarchy,,PLATFORM,17,37,11649
JsonPathEvaluateAction,,PLATFORM,17,34,11649
OpenExceptionSettings,,PLATFORM,17,30,11649
EditorCloneCaretAbove,,PLATFORM,17,24,11649
SynchronizeCurrentFile,,PLATFORM,17,23,11649
Git.OpenExcludeFile,Git4Idea,JB_BUNDLED,17,22,11649
ChangeFileEncodingAction,,PLATFORM,17,21,11649
ImportSettings,,PLATFORM,17,21,11649
EditorDeleteLine,,PLATFORM,17,21,11649
Compare.Selected,,PLATFORM,16,45,11649
VimPluginToggle,IdeaVIM,JB_NOT_BUNDLED,16,41,11649
tasks.goto,com.intellij.tasks,JB_BUNDLED,16,37,11649
ParameterInfo,,PLATFORM,16,23,11649
WelcomeScreen.CreateNewProject,com.intellij.java,JB_BUNDLED,16,22,11649
DevKit.EditThemeEditorColorScheme,DevKit,JB_BUNDLED,16,22,11649
Maven.OpenSettingsXml,org.jetbrains.idea.maven,JB_BUNDLED,16,21,11649
JShell.Console,com.intellij.java,JB_BUNDLED,16,19,11649
RebuildSolutionAction,,PLATFORM,15,59,11649
TogglePowerSave,,PLATFORM,15,38,11649
RecentFiles,,PLATFORM,15,24,11649
QuickImplementations,,PLATFORM,15,21,11649
ViewNewToolbarAction,,PLATFORM,14,122,11649
GoFmtFileAction,org.jetbrains.plugins.go,JB_BUNDLED,14,107,11649
ViewObsoleteToolbarAction,,PLATFORM,14,59,11649
Gradle.ShowDaemons,com.intellij.gradle,JB_BUNDLED,14,56,11649
Groovy.Console,org.intellij.groovy,JB_BUNDLED,14,28,11649
NewHtmlFile,,PLATFORM,14,27,11649
ByteCodeViewer,ByteCodeViewer,JB_BUNDLED,14,27,11649
FileStructurePopup,,PLATFORM,14,26,11649
VimActions,IdeaVIM,JB_NOT_BUNDLED,14,23,11649
ES6.Generate.Index,JavaScript,JB_BUNDLED,14,21,11649
ToggleBookmark,,PLATFORM,14,21,11649
CustomizeToolbarAction,,PLATFORM,14,19,11649
ToggleInlineHintsAction,,PLATFORM,14,19,11649
